# locus_id	locus_tag	location	classification	internal_stop	indel	ref_id	description	query_cov	ref_cov	identity
MGA_13643	LOCUS_100700	sequence02932:679..1434(-)	internal_stop_codon	679..681(-),508..510(-)		WP_011963971.1	RelA/SpoT family protein	99.2	33.8	56.0
MGA_13645	LOCUS_100710	sequence02933:290..673(-)	partial			WP_004529276.1	SDR family oxidoreductase	51.2	22.7	64.6
MGA_13653	LOCUS_100770	sequence02936:<1..890(+)	partial			WP_011038264.1	M20/M25/M40 family metallo-hydrolase	28.5	22.4	44.0
MGA_13654	LOCUS_100780	sequence02936:906..>1687(-)	partial			WP_010919439.1	alkaline phosphatase	98.5	48.9	46.6
MGA_13660	LOCUS_100810	sequence02938:1145..>1687(-)	partial			WP_064243176.1	allophanate hydrolase	92.2	28.5	50.9
MGA_13667	LOCUS_100830	sequence02941:843..1568(-)	partial			WP_011038616.1	pitrilysin family protein	96.3	24.2	38.8
MGA_13672	LOCUS_100860	sequence02943:433..1647(+)	partial			WP_010920957.1	NAD(P)/FAD-dependent oxidoreductase	65.8	48.4	64.6
MGA_13674	LOCUS_100870	sequence02944:708..>1686(-)	partial			WP_048538435.1	S9 family peptidase	94.5	46.0	34.5
MGA_13690	LOCUS_100950	sequence02951:126..617(+)	partial			WP_011085412.1	J domain-containing protein	84.0	43.8	50.7
MGA_13695	LOCUS_100990	sequence02952:629..1441(-)	internal_stop_codon	629..631(-)		WP_013531506.1	ubiquinol oxidase subunit II	99.6	69.7	65.8
MGA_13704	LOCUS_101040	sequence02955:672..1622(+)	partial			WP_011205549.1	nitrate reductase subunit beta	96.8	60.1	74.8
MGA_13713	LOCUS_101120	sequence02959:390..1205(+)	partial			WP_011086889.1	cation acetate symporter	92.6	44.4	74.1
MGA_13717	LOCUS_101140	sequence02960:974..>1681(-)	partial			WP_011141423.1	SDR family NAD(P)-dependent oxidoreductase	96.6	71.0	50.4
MGA_13719	LOCUS_101150	sequence02961:1141..1674(+)	partial			WP_010918394.1	oxygen-dependent coproporphyrinogen oxidase	98.9	60.0	72.0
MGA_13725	LOCUS_101170	sequence02964:<1..1669(+)	partial			WP_164922226.1	SdrD B-like domain-containing protein	83.4	28.0	36.6
MGA_13726	LOCUS_101180	sequence02965:<1..552(+)	partial			WP_011087517.1	twin-arginine translocase subunit TatC	91.3	62.6	50.9
MGA_13727	LOCUS_101190	sequence02965:931..1680(-)	partial			WP_010969209.1	magnesium transporter	93.6	49.3	56.7
MGA_13739	LOCUS_101250	sequence02969:<1..944(+)	partial			WP_014330413.1	phosphoenolpyruvate carboxykinase	96.8	56.0	73.6
MGA_13744	LOCUS_101270	sequence02971:164..>1678(-)	partial			WP_011405547.1	glycoside hydrolase family 3 N-terminal domain-containing protein	98.0	57.9	42.7
MGA_13755	LOCUS_101320	sequence02975:6..761(-)	partial			WP_015039906.1	FAD-dependent monooxygenase	57.4	36.2	44.1
MGA_13756	LOCUS_101330	sequence02975:766..1020(-)	partial			WP_013528241.1	xanthine dehydrogenase small subunit	100.0	17.0	71.4
MGA_13763	LOCUS_101370	sequence02977:1145..>1675(-)	partial			WP_038967248.1	exodeoxyribonuclease III	100.0	66.0	61.9
MGA_13774	LOCUS_101400	sequence02982:137..1120(+)	partial			WP_013529921.1	hypothetical protein	31.2	52.2	52.3
MGA_13776	LOCUS_101410	sequence02983:495..890(+)	partial			WP_013528853.1	SDR family oxidoreductase	41.2	21.5	48.1
MGA_13777	LOCUS_101420	sequence02983:878..>1675(-)	partial			WP_010975023.1	NAD(P)/FAD-dependent oxidoreductase	99.2	44.0	79.9
MGA_13779	LOCUS_101440	sequence02984:1082..>1674(-)	partial			WP_010968558.1	methyl-accepting chemotaxis protein	100.0	25.6	42.3
MGA_13780	LOCUS_101450	sequence02985:<1..1485(+)	partial			WP_010921556.1	bifunctional helix-turn-helix domain-containing protein/methylated-DNA--[protein]-cysteine S-methyltransferase	39.1	65.3	68.5
MGA_13783	LOCUS_101460	sequence02986:218..601(-)	partial			WP_010919132.1	50S ribosomal protein L22	36.2	36.5	76.1
MGA_13785	LOCUS_101480	sequence02986:885..1319(-)	partial			WP_010919130.1	50S ribosomal protein L2	100.0	52.0	80.7
MGA_13789	LOCUS_101500	sequence02987:455..751(+)	partial			WP_010921147.1	sigma-54 dependent transcriptional regulator	84.7	17.0	79.5
MGA_13791	LOCUS_101520	sequence02987:1008..1217(-)	partial			WP_011039103.1	amidohydrolase family protein	100.0	20.3	79.7
MGA_13795	LOCUS_101540	sequence02988:1011..>1673(-)	partial			WP_010975367.1	L-arabinose ABC transporter permease AraH	87.3	60.6	63.5
MGA_13808	LOCUS_101590	sequence02994:766..>1671(-)	partial			WP_010919835.1	type I glutamate--ammonia ligase	51.2	32.8	87.0
MGA_13810	LOCUS_101600	sequence02995:871..1308(-)	partial			WP_013531735.1	preprotein translocase subunit SecG	77.9	74.4	42.5
MGA_13813	LOCUS_101610	sequence02996:403..>1670(-)	partial			WP_000454344.1	penicillin acylase family protein	96.0	52.4	28.3
MGA_13817	LOCUS_101630	sequence02998:1439..1624(+)	partial			WP_102800924.1	IS3 family transposase	78.7	13.1	58.3
MGA_13821	LOCUS_101650	sequence02999:1144..>1670(-)	partial			WP_010969504.1	ABC transporter permease	98.9	45.4	73.8
MGA_13842	LOCUS_101750	sequence03008:52..264(+)	internal_stop_codon	262..264(+)		WP_013533608.1	5-aminolevulinate synthase	97.1	15.8	55.9
MGA_13843	LOCUS_101760	sequence03008:436..1266(+)	internal_stop_codon	262..264(+)		WP_013533608.1	5-aminolevulinate synthase	97.8	63.5	64.8
MGA_13848	LOCUS_101790	sequence03010:144..962(+)	frameshift		959	WP_013530374.1	site-specific integrase	100.0	65.2	71.7
MGA_13849	LOCUS_101800	sequence03010:955..1404(+)	frameshift		959	WP_013530374.1	site-specific integrase	89.3	31.9	81.2
MGA_13855	LOCUS_101820	sequence03012:408..779(+)	partial			WP_010919598.1	glutathione peroxidase	82.9	63.8	60.8
MGA_13858	LOCUS_101840	sequence03013:787..1167(-)	partial			WP_010970910.1	M15 family metallopeptidase	100.0	62.0	53.8
MGA_13863	LOCUS_101870	sequence03015:3..377(+)	partial			WP_013528898.1	response regulator transcription factor	100.0	55.1	72.0
MGA_13873	LOCUS_101910	sequence03018:686..>1664(-)	partial			WP_010976026.1	integrase core domain-containing protein	49.2	41.0	85.0
MGA_13877	LOCUS_101920	sequence03020:1052..>1663(-)	partial			WP_012640244.1	flagellin	99.5	73.0	55.2
MGA_13881	LOCUS_101930	sequence03022:599..1663(-)	partial			WP_012257615.1	pyrrolo-quinoline quinone	95.5	54.7	24.9
MGA_13883	LOCUS_101940	sequence03023:330..758(+)	partial			WP_013368397.1	S26 family signal peptidase	67.6	53.0	59.4
MGA_13886	LOCUS_101960	sequence03024:<1..652(+)	partial			WP_011963296.1	cbb3-type cytochrome c oxidase N-terminal domain-containing protein	87.0	60.5	47.6
MGA_13897	LOCUS_101990	sequence03029:686..1243(+)	partial			WP_013529439.1	preprotein translocase subunit SecA	93.5	19.0	51.6
MGA_13902	LOCUS_102010	sequence03031:1240..1410(+)	internal_stop_codon	1408..1410(+)		WP_010919079.1	SsrA-binding protein SmpB	76.8	28.3	69.8
MGA_13904	LOCUS_102020	sequence03032:783..>1660(-)	partial			WP_010930699.1	bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase	93.1	31.4	76.0
MGA_13906	LOCUS_102030	sequence03033:536..>1660(-)	internal_stop_codon	536..538(-)		WP_011964117.1	DUF5686 and carboxypeptidase regulatory-like domain-containing protein	94.9	44.7	26.8
MGA_13908	LOCUS_102050	sequence03034:672..893(+)	partial			WP_013529091.1	4-hydroxyproline epimerase	98.6	21.6	86.1
MGA_13912	LOCUS_102060	sequence03036:<1..1075(+)	partial			WP_095522231.1	penicillin-binding protein 1A	65.5	27.4	58.1
MGA_13913	LOCUS_102070	sequence03036:970..1341(+)	partial			WP_011391023.1	Hsp33 family molecular chaperone HslO	98.4	37.6	36.4
MGA_13916	LOCUS_102080	sequence03037:143..1219(-)	partial			WP_037391249.1	AMP nucleosidase	99.4	71.2	84.6
MGA_13920	LOCUS_102100	sequence03039:694..1581(+)	partial			WP_011037702.1	TonB-dependent receptor	74.9	21.9	44.8
MGA_13926	LOCUS_102130	sequence03042:<1..1493(+)	partial			WP_109982265.1	aminotransferase class III-fold pyridoxal phosphate-dependent enzyme	28.4	13.8	51.1
MGA_13931	LOCUS_102150	sequence03044:732..1511(-)	frameshift		1561	WP_004194378.1	polysaccharide biosynthesis/export family protein	96.5	64.3	43.4
MGA_13933	LOCUS_102170	sequence03045:459..1067(-)	partial			WP_211410235.1	hypothetical protein	50.0	31.2	37.3
MGA_13936	LOCUS_102190	sequence03046:<1..1034(+)	partial			WP_011107994.1	rhomboid family intramembrane serine protease	66.8	39.6	41.2
MGA_13944	LOCUS_102230	sequence03049:1193..1345(+)	partial			WP_011390506.1	50S ribosomal protein L7/L12	66.0	26.8	90.9
MGA_13946	LOCUS_102240	sequence03050:<1..546(+)	partial			WP_011388357.1	phosphate ABC transporter permease subunit PstC	100.0	38.7	72.9
MGA_13951	LOCUS_102270	sequence03052:353..667(-)	internal_stop_codon	353..355(-),755..757(-)		WP_010967409.1	IS21-like element helper ATPase IstB	100.0	42.4	45.2
MGA_13953	LOCUS_102290	sequence03052:934..>1655(-)	partial			WP_004666649.1	IS21-like element ISPsy14 family transposase	99.2	47.2	44.8
MGA_13954	LOCUS_102300	sequence03053:<1..936(+)	partial			WP_011039186.1	glucuronate isomerase	100.0	65.2	70.7
MGA_13963	LOCUS_102340	sequence03057:1003..1395(-)	partial			WP_164927078.1	DUF559 domain-containing protein	82.3	9.5	53.3
MGA_13971	LOCUS_102400	sequence03060:1396..1653(-)	partial			WP_003114738.1	geranyl-CoA carboxylase subunit beta	98.8	15.6	51.2
MGA_13974	LOCUS_102420	sequence03062:177..1349(-)	partial			WP_014538145.1	hydantoinase B/oxoprolinase family protein	86.2	60.9	72.0
MGA_13975	LOCUS_102430	sequence03062:1360..1650(-)	partial			WP_014538146.1	hydantoinase/oxoprolinase family protein	94.8	13.3	63.7
MGA_13982	LOCUS_102470	sequence03065:57..1433(-)	partial			WP_003815059.1	glycerol kinase GlpK	75.5	68.5	64.9
MGA_13988	LOCUS_102500	sequence03067:243..560(+)	partial			WP_004189684.1	MFS transporter	94.3	17.9	72.7
MGA_13991	LOCUS_102520	sequence03068:637..1302(+)	internal_stop_codon	598..600(+)		WP_011964024.1	DUF5723 family protein	97.3	30.3	49.3
MGA_13995	LOCUS_102530	sequence03070:<1..725(+)	partial			WP_012640585.1	phage major capsid protein	19.2	11.3	87.0
MGA_13996	LOCUS_102540	sequence03070:863..>1651(-)	partial			WP_023003581.1	helicase-related protein	49.2	13.1	40.3
MGA_14005	LOCUS_102590	sequence03074:<1..569(+)	partial			WP_028174548.1	YeaH/YhbH family protein	91.5	39.1	52.9
MGA_14018	LOCUS_102640	sequence03080:<1..628(+)	partial			WP_013530350.1	FAD-linked oxidase C-terminal domain-containing protein	100.0	41.8	91.8
MGA_14022	LOCUS_102650	sequence03082:1010..>1646(-)	partial			WP_010919480.1	arginine N-succinyltransferase	93.4	58.7	48.5
MGA_14023	LOCUS_102660	sequence03083:<1..1605(+)	partial			WP_063171190.1	ligase-associated DNA damage response DEXH box helicase	77.5	51.0	51.5
MGA_14028	LOCUS_102680	sequence03086:340..1059(-)	partial			WP_011085663.1	alpha/beta hydrolase	81.2	74.1	37.1
MGA_14031	LOCUS_102700	sequence03087:238..729(-)	partial			WP_011975481.1	tape measure protein	85.3	18.2	42.0
MGA_14033	LOCUS_102720	sequence03087:1050..>1644(-)	partial			WP_013383948.1	phage major capsid protein	94.4	46.8	48.4
MGA_14038	LOCUS_102750	sequence03089:1392..1643(-)	partial			WP_013531091.1	NADH-quinone oxidoreductase subunit C	95.2	39.5	74.7
MGA_14043	LOCUS_102770	sequence03091:1130..1606(-)	internal_stop_codon	1130..1132(-)		WP_005792058.1	penicillin-binding protein 2	98.7	25.4	43.4
MGA_14046	LOCUS_102780	sequence03093:24..1124(-)	partial			WP_013531224.1	beta-ketoacyl-ACP synthase	69.4	64.9	62.3
MGA_14048	LOCUS_102800	sequence03094:<1..892(+)	partial			WP_010921035.1	elongation factor G	100.0	42.8	76.0
MGA_14052	LOCUS_102820	sequence03096:408..1403(+)	partial			WP_010968192.1	ATP-dependent helicase	94.6	45.4	62.7
MGA_14061	LOCUS_102840	sequence03101:43..1185(+)	partial			WP_003101591.1	PHB depolymerase family esterase	68.4	84.8	35.5
MGA_14069	LOCUS_102870	sequence03104:68..>1639(-)	partial			WP_011084592.1	IS66-like element ISBj7 family transposase	68.3	67.0	62.0
MGA_14071	LOCUS_102890	sequence03105:280..1269(-)	internal_stop_codon	1339..1341(-)		WP_011975149.1	penicillin-binding protein 1A	97.6	42.1	51.6
MGA_14075	LOCUS_102910	sequence03107:<1..803(+)	partial			WP_010921182.1	aminomethyl-transferring glycine dehydrogenase subunit GcvPA	91.7	54.2	60.2
MGA_14077	LOCUS_102920	sequence03108:<1..1072(+)	partial			WP_010920596.1	two-component system sensor histidine kinase UczS	87.1	66.2	70.6
MGA_14080	LOCUS_102950	sequence03109:884..>1638(-)	partial			WP_008763745.1	LptF/LptG family permease	91.6	36.4	31.6
MGA_14083	LOCUS_102960	sequence03111:2..316(-)	partial			WP_024265617.1	glycosyltransferase family 1 protein	97.1	25.4	57.4
MGA_14084	LOCUS_102970	sequence03111:320..517(-)	partial			WP_066809188.1	DUF2141 domain-containing protein	92.3	34.9	51.7
MGA_14085	LOCUS_102980	sequence03111:606..1283(+)	partial			WP_006312711.1	NADH-quinone oxidoreductase subunit D	98.7	56.8	65.0
MGA_14087	LOCUS_103000	sequence03112:133..1164(-)	partial			WP_003897685.1	FMN-binding glutamate synthase family protein	99.7	74.7	68.1
MGA_14096	LOCUS_103050	sequence03116:501..1397(+)	partial			WP_005111446.1	alpha/beta fold hydrolase	65.1	60.9	37.1
MGA_14098	LOCUS_103070	sequence03117:989..>1637(-)	partial			WP_011731041.1	alpha/beta hydrolase	100.0	65.3	39.4
MGA_14106	LOCUS_103090	sequence03121:249..635(+)	internal_stop_codon	237..239(+)		WP_015039887.1	substrate-binding domain-containing protein	100.0	35.7	51.5
MGA_14110	LOCUS_103110	sequence03123:163..>1636(-)	partial			WP_013529032.1	primosomal protein N'	100.0	67.4	84.7
MGA_14111	LOCUS_103120	sequence03124:121..1302(+)	partial			WP_013528150.1	sarcosine oxidase subunit alpha family protein	55.2	22.8	66.1
MGA_14113	LOCUS_103130	sequence03125:<1..1185(+)	partial			WP_010919240.1	sodium-translocating pyrophosphatase	95.2	52.5	82.4
MGA_14116	LOCUS_103150	sequence03126:941..>1636(-)	partial			WP_011389103.1	gamma-glutamyltransferase family protein	79.2	34.8	48.6
MGA_14121	LOCUS_103180	sequence03128:1054..>1635(-)	partial			WP_081157730.1	aldehyde dehydrogenase family protein	99.0	40.7	49.2
MGA_14128	LOCUS_103210	sequence03132:124..669(+)	partial			WP_013532670.1	L,D-transpeptidase	97.8	64.2	53.9
MGA_14132	LOCUS_103230	sequence03134:20..868(-)	partial			WP_003114721.1	MBL fold metallo-hydrolase	60.3	61.5	46.5
MGA_14136	LOCUS_103260	sequence03135:<1..515(+)	partial			WP_038965449.1	carboxyl transferase domain-containing protein	100.0	15.3	57.1
MGA_14140	LOCUS_103290	sequence03136:719..>1632(-)	partial			WP_024265542.1	MFS transporter	97.7	69.9	44.8
MGA_14141	LOCUS_103300	sequence03137:<1..561(+)	partial			WP_010975430.1	acyltransferase family protein	83.9	25.4	33.9
MGA_14147	LOCUS_103340	sequence03139:<1..523(+)	partial			WP_011970692.1	S-methyl-5-thioribose-1-phosphate isomerase	97.7	46.4	70.4
MGA_14148	LOCUS_103350	sequence03139:520..798(-)	partial			WP_010918366.1	dienelactone hydrolase family protein	93.5	38.9	46.6
MGA_14157	LOCUS_103400	sequence03142:392..763(-)	partial			WP_013528633.1	heat-inducible transcriptional repressor HrcA	91.1	30.7	81.2
MGA_14160	LOCUS_103420	sequence03143:927..1373(-)	partial			WP_014538250.1	ABC transporter permease	53.4	24.8	50.6
MGA_14168	LOCUS_103450	sequence03146:821..>1630(-)	partial			WP_010920567.1	TolC family protein	97.8	64.1	45.9
MGA_14187	LOCUS_103510	sequence03156:716..>1628(-)	partial			WP_010918027.1	response regulator	99.3	62.1	54.2
MGA_14188	LOCUS_103520	sequence03157:41..760(+)	partial			WP_003109652.1	copper resistance protein B	79.1	58.5	48.4
MGA_14189	LOCUS_103530	sequence03157:859..1521(+)	partial			WP_011035828.1	DNA polymerase IV	77.7	46.5	50.6
MGA_14191	LOCUS_103540	sequence03158:23..694(-)	frameshift		735	WP_005481009.1	alanine--glyoxylate aminotransferase family protein	90.6	54.2	53.0
MGA_14198	LOCUS_103580	sequence03160:1063..>1627(-)	partial			WP_013532481.1	excinuclease ABC subunit UvrC	100.0	28.8	75.3
MGA_14199	LOCUS_103590	sequence03161:2..454(+)	partial			WP_010920768.1	response regulator	100.0	63.5	72.0
MGA_14203	LOCUS_103600	sequence03163:2..1195(+)	partial			WP_013529306.1	efflux RND transporter permease subunit	96.2	37.3	62.9
MGA_14209	LOCUS_103610	sequence03166:666..875(-)	frameshift		707,855	WP_188825379.1	IS3 family transposase	69.6	12.7	91.7
MGA_14212	LOCUS_103620	sequence03167:375..1427(+)	partial			WP_013224898.1	NAD(P)-dependent alcohol dehydrogenase	67.4	70.5	52.3
MGA_14220	LOCUS_103650	sequence03171:<1..555(+)	partial			WP_015923326.1	alpha/beta hydrolase	98.9	64.7	39.4
MGA_14228	LOCUS_103710	sequence03174:987..1520(-)	partial			WP_013229143.1	ricin-type beta-trefoil lectin domain protein	61.0	20.3	40.7
MGA_14230	LOCUS_103720	sequence03175:263..1108(-)	partial			WP_013384687.1	branched-chain amino acid ABC transporter permease	78.6	71.8	48.0
MGA_14231	LOCUS_103730	sequence03175:1105..>1622(-)	partial			WP_013384688.1	branched-chain amino acid ABC transporter permease	97.1	57.0	51.2
MGA_14245	LOCUS_103790	sequence03180:641..1177(-)	partial			WP_013529454.1	DMT family transporter	99.4	59.8	50.8
MGA_14247	LOCUS_103800	sequence03181:504..1430(-)	partial			WP_011036877.1	phosphopyruvate hydratase	77.6	56.0	73.9
MGA_14249	LOCUS_103810	sequence03182:<1..1476(+)	partial			WP_010921227.1	pitrilysin family protein	33.2	38.5	62.6
MGA_14253	LOCUS_103820	sequence03184:124..1050(+)	internal_stop_codon	88..90(+)		WP_011390512.1	elongation factor Tu	100.0	77.8	75.6
MGA_14261	LOCUS_103860	sequence03187:3..689(+)	internal_stop_codon	747..749(+),687..689(+)		WP_000078217.1	acetate--CoA ligase	98.7	33.6	55.9
MGA_14262	LOCUS_103870	sequence03187:801..1460(+)	internal_stop_codon	747..749(+),1458..1460(+),687..689(+)		WP_011963090.1	acetate--CoA ligase	99.5	34.0	59.5
MGA_14273	LOCUS_103920	sequence03192:651..>1619(-)	partial			WP_011391006.1	adenosylcobalamin-dependent ribonucleoside-diphosphate reductase	46.3	19.0	44.3
MGA_14276	LOCUS_103940	sequence03194:<1..502(+)	partial			WP_011268457.1	flagellar basal body L-ring protein FlgH	95.8	71.3	47.3
MGA_14277	LOCUS_103950	sequence03194:517..1326(+)	partial			WP_011037110.1	flagellar basal body P-ring protein FlgI	84.8	62.1	51.5
MGA_14279	LOCUS_103960	sequence03195:361..>1619(-)	internal_stop_codon	361..363(-)		WP_005792044.1	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	95.2	79.3	54.3
MGA_14282	LOCUS_103980	sequence03196:396..1085(-)	partial			WP_011390967.1	iron ABC transporter substrate-binding protein	52.8	33.9	41.3
MGA_14287	LOCUS_104000	sequence03198:86..592(-)	partial			WP_013528568.1	fumarylacetoacetate hydrolase family protein	100.0	59.8	78.6
MGA_14297	LOCUS_104050	sequence03201:907..>1617(-)	frameshift		763	WP_004195510.1	SDR family oxidoreductase	97.0	84.5	47.4
MGA_14302	LOCUS_104080	sequence03203:<1..839(+)	partial			WP_003114739.1	DUF1446 domain-containing protein	70.9	32.8	46.0
MGA_14305	LOCUS_104100	sequence03204:254..697(+)	partial			WP_011963603.1	thioredoxin family protein	74.8	76.6	38.9
MGA_14307	LOCUS_104110	sequence03205:72..944(+)	internal_stop_codon	51..53(+)		WP_011964315.1	2Fe-2S iron-sulfur cluster-binding protein	87.9	73.8	57.1
MGA_14316	LOCUS_104160	sequence03208:<1..644(+)	partial			WP_005061547.1	NAD(P)H-dependent glycerol-3-phosphate dehydrogenase	99.1	62.1	55.5
MGA_14323	LOCUS_104200	sequence03210:<1..547(+)	partial			WP_013531573.1	MBL fold metallo-hydrolase	100.0	65.8	67.4
MGA_14326	LOCUS_104230	sequence03210:1334..1489(+)	partial			WP_011088607.1	ferritin-like domain-containing protein	98.0	29.8	78.0
MGA_14328	LOCUS_104240	sequence03211:660..>1615(-)	partial			WP_010918811.1	signal peptide peptidase SppA	85.8	46.0	64.1
MGA_14340	LOCUS_104290	sequence03215:349..669(+)	partial			WP_013529235.1	NAD(P)H-quinone oxidoreductase	48.1	15.2	86.3
MGA_14343	LOCUS_104310	sequence03216:533..811(-)	partial			WP_063172317.1	phytoene/squalene synthase family protein	91.3	29.3	47.6
MGA_14348	LOCUS_104340	sequence03217:937..>1612(-)	partial			WP_012640185.1	phosphotransferase family protein	75.4	50.0	43.8
MGA_14353	LOCUS_104350	sequence03220:533..1417(-)	partial			WP_013531753.1	3-hydroxyacyl-ACP dehydratase FabZ	35.7	67.7	64.8
MGA_14357	LOCUS_104360	sequence03222:947..>1611(-)	partial			WP_013531246.1	DUF445 domain-containing protein	89.5	45.7	64.0
MGA_14359	LOCUS_104380	sequence03223:828..>1610(-)	partial			WP_010972974.1	PAS domain-containing methyl-accepting chemotaxis protein	92.3	42.6	43.7
MGA_14374	LOCUS_104460	sequence03230:353..778(+)	partial			WP_037393433.1	valine--tRNA ligase	100.0	14.9	60.3
MGA_14378	LOCUS_104490	sequence03231:1058..1462(+)	partial			WP_010201208.1	helix-turn-helix domain-containing protein	40.3	58.1	50.0
MGA_14381	LOCUS_104500	sequence03232:373..1254(-)	partial			WP_012639897.1	type II secretion system protein N	43.3	82.1	40.2
MGA_14385	LOCUS_104510	sequence03234:283..642(+)	partial			WP_011036195.1	DUF6165 family protein	59.7	53.0	62.0
